,scorer,Test_size,abs_error,quantifier,dataset,actual_c.1,actual_c.2,actual_c.3,actual_c.4,pred_c.1,pred_c.2,pred_c.3,pred_c.4
0,SVC,50,0.631,SCH_AC,news_popularity,0.0,0.11602453374388867,0.6747742746470217,0.20920119160908965,0.0,0.432,0.432,0.137
0,SVC,50,0.062,SCH_GPAC,news_popularity,0.0,0.11602453374388867,0.6747742746470217,0.20920119160908965,-0.0,0.116,0.644,0.24
0,SVC,50,1.87,SCH_DyS,news_popularity,0.0,0.11602453374388867,0.6747742746470217,0.20920119160908965,0.935,0.002,0.007,0.056
0,SVC,50,1.648,SCH_CC,news_popularity,0.0,0.11602453374388867,0.6747742746470217,0.20920119160908965,0.0,0.94,0.0,0.06
0,SVC,50,0.662,SCH_MS,news_popularity,0.0,0.11602453374388867,0.6747742746470217,0.20920119160908965,0.0,0.447,0.447,0.106
0,SVC,50,0.145,SCH_EM,news_popularity,0.0,0.11602453374388867,0.6747742746470217,0.20920119160908965,0.0,0.052,0.667,0.282
0,SVC,50,0.497,DySyn,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.249,0.249,0.264,0.239
0,SVC,50,1.066,DyS,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.442,0.0,0.442,0.115
0,SVC,50,0.465,DySyn+aMoSS,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.0,0.483,0.488,0.03
0,SVC,50,0.232,SCH_AC,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.0,0.427,0.427,0.146
0,SVC,50,0.078,SCH_GPAC,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.0,0.379,0.32,0.301
0,SVC,50,1.985,SCH_DyS,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.993,0.002,0.006,0.0
0,SVC,50,1.226,SCH_CC,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.0,1.0,0.0,0.0
0,SVC,50,0.265,SCH_MS,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.031,0.42,0.42,0.13
0,SVC,50,0.151,SCH_EM,news_popularity,0.0,0.38680166555045004,0.3513897125127765,0.2618086219367734,0.0,0.312,0.353,0.336
0,SVC,50,0.485,DySyn,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.243,0.229,0.229,0.3
0,SVC,50,1.089,DyS,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.407,0.0,0.407,0.187
0,SVC,50,0.622,DySyn+aMoSS,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.0,0.473,0.478,0.048
0,SVC,50,0.362,SCH_AC,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.006,0.408,0.408,0.179
0,SVC,50,0.278,SCH_GPAC,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.033,0.233,0.33,0.405
0,SVC,50,1.215,SCH_DyS,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.004,0.008,0.025,0.963
0,SVC,50,1.137,SCH_CC,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.0,0.94,0.0,0.06
0,SVC,50,0.318,SCH_MS,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.0,0.4,0.4,0.201
0,SVC,50,0.255,SCH_EM,news_popularity,0.0,0.371469075843594,0.2691879088792138,0.35934301527719226,0.0,0.244,0.306,0.45
0,SVC,50,0.802,DySyn,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.255,0.255,0.25,0.24
0,SVC,50,0.927,DyS,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.442,0.0,0.442,0.115
0,SVC,50,0.204,DySyn+aMoSS,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.0,0.495,0.5,0.005
0,SVC,50,0.178,SCH_AC,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.0,0.482,0.482,0.036
0,SVC,50,0.24,SCH_GPAC,news_popularity,0.0,0.3931071937332085,0.5130760232573512,0.09381678300944025,0.043,0.47,0.405,0.082
